variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
tos,Sea Surface Temperature,3hr,3hr,5.87,4
vmrox,"Mole Fraction of Odd Oxygen (O, O3 and O1D)",mon,EmonZ,5.85,308
rsus,Surface Upwelling Shortwave Radiation,3hrPt,CF3hr,5.85,23
nlittersurf,Nitrogen Mass in Above-Ground Litter (non CWD),mon,Emon,5.79,4091
vegheightpasture,Height of Pastures,mon,Emon,5.78,274
sftlf,Percentage of the grid  cell occupied by land (including lakes),fx,fx,5.78,95766
snc,Snow Area Percentage,mon,ImonGre,5.74,1182
fgdms,Surface Downward Mass Flux of Carbon-13 as 13CO2 [kgC m-2 s-1],mon,Omon,5.71,16
rsds,Surface Downwelling Shortwave Radiation,3hrPt,CF3hr,5.63,22
oxprod,Total Odd Oxygen (Ox) Production Rate,mon,EmonZ,5.60,286
nlittersubsurf,Nitrogen Mass in Below-Ground Litter (non CWD),mon,Emon,5.54,4011
clwvic,Convective Condensed Water Path,mon,Emon,5.43,96
treefrac,Tree Cover Percentage,yr,Eyr,5.41,22234
sltovovrt,Northward Ocean Salt Transport Due to Overturning,mon,Omon,5.32,31889
rlsaf,Surface Net Aerosol-Free Longwave Radiation,mon,AERmon,5.19,1018
co3natos,Surface Natural Carbonate Ion Concentration,mon,Omon,5.18,60
rsut,TOA Outgoing Shortwave Radiation,1hrCM,E1hrClimMon,5.12,10
nother,"Nitrogen Mass in Vegetation Components Other than Leaves, Stem and Root",mon,Emon,5.03,4145
vsfcorr,Virtual Salt Flux Correction,mon,Omon,4.99,70
csoillut,carbon  in soil pool on Land-use tiles,yrPt,Eyr,4.97,1916
netatmoslandc14flux,Net Mass Flux of 14C Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],mon,Emon,4.93,184
netatmoslandc13flux,Net Mass Flux of 13C Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],mon,Emon,4.86,181
rssaf,Surface Net Aerosol-Free Shortwave Radiation,mon,AERmon,4.85,1020
tntnogw,Temperature Tendency Due to Non-Orographic Gravity Wave Dissipation,mon,EmonZ,4.72,402
fco2nat,Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources [kgC m-2 s-1],mon,Lmon,4.71,3295
rsscsaf,Surface Net Aerosol-Free Clear-Sky Shortwave Radiation,mon,AERmon,4.68,1020
snm,Surface Snow Melt,mon,ImonGre,4.65,775
snm,Surface Snow Melt,mon,ImonAnt,4.65,783
cltc,Convective Cloud Cover Percentage,3hrPt,CF3hr,4.54,14
zg500,Ambient Aerosol Optical Thickness at 550nm,day,AERday,4.49,86
rsdt,TOA Incident Shortwave Radiation,1hrCM,E1hrClimMon,4.47,10
cveglut,Carbon in Vegetation on Land-Use Tiles,yrPt,Eyr,4.44,1576
cldnci,Ice Crystal Number Concentration of Cloud Tops,mon,Emon,4.38,47
ci,Fraction of Time Convection Occurs in Cell,monC,Amon,4.37,49
rsutcs,TOA Outgoing Clear-Sky Longwave Radiation,mon,Amon,4.35,516
prc,Convective Precipitation,3hrPt,CF3hr,4.34,17
tauu,Surface Downward Eastward Wind Stress,3hrPt,CF3hr,4.29,16
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,3hrPt,CF3hr,4.27,22
jo3,Photolysis Rate of Ozone (O3),mon,EmonZ,4.15,251
fracinlut,Annual Gross Percentage That Was Transferred into This Tile from Other Land-Use Tiles,yr,Eyr,4.14,15958
orog,Surface Altitude,fx,fx,4.05,32852
cltisccp,CALIPSO High Level Cloud Area Percentage,day,CFday,3.97,2
sndmasswindrif,Snow Mass Rate of Change Through Wind Drift of Snow,mon,SImon,3.96,354
fracoutlut,Annual gross percentage of Land-use tile  that was transferred into other Land-use tiles,yr,Eyr,3.84,15626
clittershrub,Carbon Mass in Litter on Shrub Tiles,mon,Emon,3.78,1310
huss,Meridional Overturning Circulation at 34S,3hrPt,3hr,3.77,1
masso,Sea Water Mass,mon,Omon,3.61,60497
prra,Rainfall Flux over Land Ice,mon,ImonGre,3.50,488
parag,Aragonite Production,yr,Oyr,3.50,20
clivi,Ice Water Path,3hrPt,CF3hr,3.47,14
shrubfrac,Percentage Cover by Shrub,yr,Eyr,3.46,7362
rhshrub,Heterotrophic Respiration on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,3.46,1084
prra,Rainfall Flux over Land Ice,mon,ImonAnt,3.37,486
sltbasin,Northward Ocean Salt Transport,mon,EmonZ,3.37,9868
cproduct,Carbon Mass in Products of Land-Use Change,yrPt,Eyr,3.26,2281
phabio,Abiotic pH,yr,Oyr,3.24,10
csoilshrub,Carbon Mass in Soil on Shrub Tiles,mon,Emon,3.21,1326
co3abioos,Surface Abiotic Carbonate Ion Concentration,mon,Omon,3.12,8
prsnsn,Fraction of Snowfall (Including Hail and Graupel) on Snow,day,Eday,3.10,35
clwvi,Condensed Water Path,3hrPt,CF3hr,3.10,11
snicefreez,Surface Snow and Ice Refreeze Flux,mon,ImonGre,3.07,465
cltmodis,MODIS Total Cloud Cover Percentage,mon,Emon,3.06,384
snicefreez,Surface Snow and Ice Refreeze Flux,mon,ImonAnt,3.00,466
sncis,Ice Sheet Snow Cover Percentage,mon,LImon,2.94,609
mmrss,Sea-Salt Aerosol Mass Mixing Ratio,mon,Emon,2.93,131
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,1hrCM,E1hrClimMon,2.82,6
jo2,Photolysis Rate of Diatomic Molecular Oxygen,mon,EmonZ,2.81,257
areacella,Grid-Cell Area for Atmospheric Grid Variables,fx,fx,2.80,65751
tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,mon,EmonZ,2.72,978
snicefreezis,Ice Sheet Surface Snow and Ice Refreeze Flux,mon,LImon,2.68,424
utendnogw,Eastward Acceleration Due to Non-Orographic Gravity Wave Drag,mon,EmonZ,2.67,235
hfbasinpmdiff,Northward Ocean Heat Transport Due to Parameterized Mesoscale Diffusion,mon,Omon,2.65,5754
rsd,Downwelling Shortwave Radiation,fx,Efx,2.53,5227
rlscsaf,Surface Net Aerosol-Free Clear-Sky Longwave Radiation ,mon,AERmon,2.53,510
rlscsaf,Surface Net Aerosol-Free Clear-Sky Longwave Radiation,mon,AERmon,2.53,510
albdirbnd,Direct Surface Albedo for Each Band,3hrPt,E3hrPt,2.53,7
hfbasinpadv,Northward Ocean Heat Transport Due to Parameterized Eddy Advection,mon,Omon,2.51,6124
cltcalipso,CALIPSO Total Cloud Cover Percentage,3hrPt,E3hrPt,2.48,21
rsu,Upwelling Shortwave Radiation,fx,Efx,2.45,5175
snmis,Ice Sheet Surface Snow Melt,mon,LImon,2.44,415
climodis,MODIS Ice Cloud Area Percentage,mon,Emon,2.43,305
rlu,Upwelling Longwave Radiation,fx,Efx,2.41,5203
sci,Fraction of Time Shallow Convection Occurs,monC,Amon,2.41,40
rld,Downwelling Longwave Radiation,fx,Efx,2.39,5309
swtoafluxaerocs,TOA Outgoing Clear-Sky Shortwave Flux Due to Volcanic Aerosols,6hrPt,6hrPlevPt,2.35,8
cllcalipso,CALIPSO Low Level Cloud Cover Percentage,3hrPt,E3hrPt,2.21,17
sfcwind,Boundary Layer Depth,mon,Amon,2.20,186
tntc,Tendency of Air Temperature Due to Convection,mon,EmonZ,2.16,1075
ocontempmint,Depth Integral of Product of Sea Water Density and Conservative Temperature,mon,Emon,2.14,5
co2mass,Total Atmospheric Mass of CO2,mon,Amon,2.12,28458
tntd,Tendency of Air Temperature Due to Numerical Diffusion,subhrPt,Esubhr,2.06,8
snicem,Surface Snow and Ice Melt Flux,mon,ImonAnt,1.87,502
fco2nat,Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources [kgC m-2 s-1],subhrPt,CFsubhr,1.80,1
tauu,Surface Snow and Ice Sublimation Flux,mon,Amon,1.80,6
snicem,Surface Snow and Ice Melt Flux,mon,ImonGre,1.78,489
bigthetaoga,Global Average Sea Water Conservative Temperature,mon,Omon,1.77,39160
bs550aer,Aerosol Backscatter Coefficient,6hrPt,6hrLev,1.76,1
clmcalipso,CALIPSO Mid Level Cloud Cover Percentage,3hrPt,E3hrPt,1.74,21
vegfrac,Total Vegetated Percentage Cover,yr,Eyr,1.64,5663
ocontemppsmadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,yr,Oyr,1.63,6
albdiffbnd,Diffuse Surface Albedo for Each Band,3hrPt,E3hrPt,1.63,8
fco2antt,Carbon Mass Flux into Atmosphere Due to All Anthropogenic Emissions of CO2 [kgC m-2 s-1],subhrPt,CFsubhr,1.60,1
emiaco,Total Emission Rate of Anthropogenic CO,mon,AERmon,1.56,70
snicemis,Ice Sheet Surface Snow and Ice Melt Flux,mon,LImon,1.54,417
ch4global,Global Mean Mole Fraction of CH4,mon,Amon,1.53,7086
tauv,Fraction of Time Shallow Convection Occurs,mon,Amon,1.51,8
fahlut,Anthropogenic Heat Flux Generated from non-Renewable Human Primary Energy Consumption,mon,Emon,1.46,263
zos,Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,mon,Omon,1.45,6
simprefrozen,Thickness of Refrozen Ice on Melt Pond,mon,SImon,1.44,59
prc,Total Cloud Cover Percentage,mon,Amon,1.42,17
clhcalipso,CALIPSO High Level Cloud Area Percentage,3hrPt,E3hrPt,1.39,19
icemis,Ice Sheet Surface Ice Melt Flux,mon,LImon,1.38,535
tnpeo,Tendency of Ocean Potential Energy Content,monC,Oclim,1.38,357
cproductlut,Wood and Agricultural Product Pool Carbon Associated with Land-Use Tiles,yrPt,Eyr,1.34,548
n2oglobal,Global Mean Mole Fraction of N2O,mon,Amon,1.33,3750
rldscs,Total Runoff,day,CFday,1.27,1
mmrbc,Elemental Carbon Mass Mixing Ratio,mon,Emon,1.25,57
ci,Fraction of Time Convection Occurs in Cell,3hrPt,CF3hr,1.22,10
rsuscs,Surface Downwelling Longwave Radiation,day,CFday,1.21,1
rlutcs,Water Vapor Path,day,CFday,1.19,1
emianox,Total Emission Rate of Anthropogenic NOx,mon,AERmon,1.19,51
hfy,Temperature Flux Due to Runoff Expressed as Heat Flux into Sea Water,mon,Omon,1.16,3
rsutcs,TOA Outgoing Clear-Sky Longwave Radiation,day,CFday,1.16,1
icem,Surface Ice Melt Flux,mon,ImonGre,1.13,433
icem,Surface Ice Melt Flux,mon,ImonAnt,1.13,422
od550bb,Aerosol Optical Depth at 550nm Due to Biomass Burning,mon,AERmon,1.12,164
rsdscs,Convective Precipitation,day,CFday,1.10,1
fnox,Total Land NOx Flux,mon,Emon,1.08,415
hurs,Specific Humidity,mon,Amon,1.06,22
tnkebto,Tendency of Ocean Eddy Kinetic Energy Content Due to Parameterized Eddy Advection,yr,Oyr,1.06,35
mfo,Sea Water Transport,mon,Omon,1.04,8103
rtmt,Net Downward Radiative Flux at Top of Model,3hrPt,CF3hr,1.03,6
cfc11global,Global Mean Mole Fraction of CFC11,mon,Amon,0.98,2687
cfc12global,Global Mean Mole Fraction of CFC12,mon,Amon,0.97,2648
dispkexyfo,Ocean Kinetic Energy Dissipation per Unit Area Due to XY Friction,yr,Oyr,0.96,31
mmraerso4,Aerosol Sulfate Mass Mixing Ratio,mon,Emon,0.96,45
dispkevfo,Ocean Kinetic Energy Dissipation per Unit Area Due to Vertical Friction,monC,Oclim,0.89,237
prw,Mole Fraction of O3,mon,Amon,0.84,413
rsdt,Surface Downwelling Longwave Radiation,day,CFday,0.81,1
diftrblo,Ocean Tracer Diffusivity Due to Parameterized Mesoscale Advection,monC,Oclim,0.80,220
diftrelo,Ocean Tracer Epineutral Laplacian Diffusivity,monC,Oclim,0.79,217
residualfrac,Percentage of Grid Cell That Is Land but neither Vegetation Covered nor Bare Soil,yr,Eyr,0.78,1207
swsffluxaero,Shortwave Heating Rate Due to Volcanic Aerosols,6hrPt,6hrPlevPt,0.69,9
hurs,Near-Surface Relative Humidity,6hrPt,6hrPlevPt,0.60,1
utendepfd,Tendency of Eastward Wind Due to Eliassen-Palm Flux Divergence,mon,Amon,0.60,5
epfz,Upward Component of the Eliassen-Palm Flux,mon,Amon,0.60,5
msftyzsmpa,Ocean Y Overturning Mass Streamfunction Due to Parameterized Submesoscale Advection,mon,Omon,0.59,26
va100m,Northward Wind at 100m,6hr,6hrPlev,0.57,1
ua100m,Eastward Wind at 100m,6hr,6hrPlev,0.57,1
sftgif,Land Ice Area Percentage,fx,fx,0.56,11763
dispkexyfo,Ocean Kinetic Energy Dissipation per Unit Area Due to XY Friction,monC,Oclim,0.55,144
sootsn,Snow Soot Content,day,Eday,0.55,1
mrsofc,Capacity of Soil to Store Water (Field Capacity),fx,fx,0.54,9567
tnkebto,Tendency of Ocean Eddy Kinetic Energy Content Due to Parameterized Eddy Advection,monC,Oclim,0.52,133
ccb,Air Pressure at Convective Cloud Base,monC,Amon,0.50,7
sltnortha,Atlantic Northward Ocean Salt Transport,mon,EmonZ,0.48,249
simassacrossline,Sea Mass Area Flux Through Straits,mon,SImon,0.45,5234
tauucorr,Surface Downward X Stress Correction,mon,Omon,0.43,14
ficeberg2d,Water Flux into Sea Water from Icebergs,mon,Omon,0.43,5
tauvcorr,Surface Downward Y Stress Correction,mon,Omon,0.41,13
rootd,Maximum Root Depth,fx,fx,0.40,7099
vtendnogw,Northward Acceleration Due to Non-Orographic Gravity Wave Drag,mon,EmonZ,0.38,86
snmassacrossline,Snow Mass Flux Through Straits,mon,SImon,0.37,3518
rsuscs,Surface Downwelling Longwave Radiation,mon,Amon,0.36,2
rldscs,Total Runoff,mon,Amon,0.36,2
cltisccp,CALIPSO High Level Cloud Area Percentage,mon,CFmon,0.35,2
xgwdparam,Eastward Gravity Wave Drag,mon,EmonZ,0.35,18
rlutcs,Water Vapor Path,mon,Amon,0.35,2
swtoacsdust,clear sky  Shortwave flux due to dust at toa,mon,Emon,0.34,7
rsdscs,Convective Precipitation,mon,Amon,0.32,2
diftrxylo,Ocean Tracer XY Laplacian Diffusivity,monC,Oclim,0.32,161
areacellr,Grid-Cell Area for River Model Variables,fx,fx,0.29,3645
sftgrf,Grounded Ice Sheet Area Percentage,fx,Efx,0.27,5007
siareaacrossline,Sea-Ice Area Flux Through Straits,mon,SImon,0.27,2530
lithk,Ice Sheet Thickness,yr,IyrGre,0.26,18
ygwdparam,Northward Gravity Wave Drag,mon,EmonZ,0.22,15
lwsrfcsdust,Clear-Sky Surface Longwave Radiative Flux Due to Dust,mon,Emon,0.21,7
swsrfcsdust,Clear-Sky Surface Shortwave Radiative Flux Due to Dust,mon,Emon,0.20,1
epc100,Mole Concentration of Dimethyl Sulphide in Sea Water,mon,Omon,0.20,1
sfriver,Salt Flux into Sea Water from Rivers,mon,Omon,0.20,14
ksat,Saturated Hydraulic Conductivity,fx,Efx,0.19,391
co2mass,Total Atmospheric Mass of CO2,day,day,0.17,2267
lwtoaasdust,TOA All-Sky Longwave Radiative Forcing Due to Dust,mon,Emon,0.17,5
topg,Bedrock Altitude,fx,IfxGre,0.16,245
hfgeoubed,Geothermal Heat Flux Beneath Land Ice,fx,IfxGre,0.16,260
slthick,Thickness of Soil Layers,fx,Efx,0.15,1171
sbl,Surface Snow and Ice Sublimation Flux,monC,Amon,0.14,5
acabf,Surface Mass Balance Flux,yr,IyrGre,0.14,8
wilt,Wilting Point,fx,Efx,0.13,314
orog,Surface Altitude,yr,IyrGre,0.13,7
swsrfasdust,All-Sky Surface Shortwave Radiative Flux Due to Dust,mon,Emon,0.12,4
yvelbase,Y-Component of Land Ice Basal Velocity,yr,IyrGre,0.12,6
xvelbase,X-Component of Land Ice Basal Velocity,yr,IyrGre,0.12,6
sfdsi,Downward Sea Ice Basal Salt Flux,dec,Odec,0.11,34
strbasemag,Land Ice Basal Drag,yr,IyrGre,0.11,6
lwtoacsdust,TOA Clear-Sky Longwave Radiative Forcing Due to Dust,mon,Emon,0.09,5
lwsrfasdust,All-Sky Surface Longwave Radiative Flux Due to Dust,mon,Emon,0.09,6
volcello,Ocean Grid-Cell Volume,mon,Ofx,0.09,88
vt100,Northward Eddy Temperature Flux,mon,AERmonZ,0.09,155
fldcapacity,Field Capacity,fx,Efx,0.08,206
lithk,Ice Sheet Thickness,fx,IfxGre,0.08,272
thkcello,Ocean Model Cell Thickness,mon,Ofx,0.07,70
libmassbfgr,Basal Specific Mass Balance Flux of Grounded Ice Sheet,yr,IyrGre,0.06,9
xvelsurf,X-Component of Land Ice Surface Velocity,yr,IyrGre,0.05,4
co3abio,Abiotic Carbonate Ion Concentration,yr,Oyr,0.05,1
clayfrac,Clay Fraction,fx,Efx,0.05,275
swtoaasdust,All-Sky Shortwave Flux Due to Dust at Toa,mon,Emon,0.04,1
hfbasinpsmadv,Northward Ocean Heat Transport Due to Parameterized Submesoscale Advection,mon,Omon,0.03,101
sandfrac,Sand Fraction,fx,Efx,0.03,190
treefrac,Tree Cover Percentage,yrPt,Eyr,0.03,25
flitterfire,"Carbon Mass Flux from Litter, CWD or any non-Living Pool into Atmosphere Due to CO2 Emission from All Fire [kgC m-2 s-1]",mon,Emon,0.03,372
sci,Fraction of Time Shallow Convection Occurs,3hrPt,CF3hr,0.03,3
cropfrac,Percentage Crop Cover,yrPt,Eyr,0.02,23
siltfrac,Silt Fraction,fx,Efx,0.02,119
co2mass,Total Atmospheric Mass of CO2,monC,Amon,0.02,404
grassfrac,Natural Grass Area Percentage,yrPt,Eyr,0.01,23
areacelli,Grid-Cell Area for Sea Ice Variables,fx,Ofx,0.01,8
hfbasinpmadv,Downward Organic Carbon Flux at Ocean Bottom,mon,Omon,0.01,3
cfc113global,Global Mean Mole Fraction of CFC113,mon,Amon,0.01,91
n2oglobal,Global Mean Mole Fraction of N2O,monC,Amon,0.01,340
ch4global,Global Mean Mole Fraction of CH4,monC,Amon,0.01,335
areacello,Grid-Cell Area for Ocean Variables,mon,Ofx,0.01,191
hcfc22global,Global Mean Mole Fraction of HCFC22,mon,Amon,0.01,68
orog,Surface Altitude,mon,fx,0.01,282
sftgif,Land Ice Area Percentage,yr,IyrGre,0.00,10
areacella,Grid-Cell Area for Atmospheric Grid Variables,mon,fx,0.00,221
hfbasin,Northward Ocean Heat Transport,dec,Odec,0.00,81
cfc113global,Global Mean Mole Fraction of CFC113,monC,Amon,0.00,62
hcfc22global,Global Mean Mole Fraction of HCFC22,monC,Amon,0.00,59
siconca,Sea-Ice Area Percentage (Atmospheric Grid),mon,Amon,0.00,6
tosga,Global Average Sea Surface Temperature,dec,Odec,0.00,124
deptho,Sea Floor Depth Below Geoid,mon,Ofx,0.00,76
noy,Total Inorganic Chlorine Volume Mixing Ratio,mon,AERmonZ,0.00,1
cfc11global,Global Mean Mole Fraction of CFC11,monC,Amon,0.00,43
libmassbffl,Basal Specific Mass Balance Flux of Floating Ice Shelf,yr,IyrGre,0.00,5
cfc12global,Global Mean Mole Fraction of CFC12,monC,Amon,0.00,40
sosga,Global Average Sea Surface Salinity,dec,Odec,0.00,63
masso,Sea Water Mass,dec,Odec,0.00,41
bigthetaoga,Global Average Sea Water Conservative Temperature,dec,Odec,0.00,37
ch4global,Air Pressure at Convective Cloud Base,mon,Amon,0.00,1
vegheight,Height of the Vegetation Canopy,fx,Efx,0.00,13
sftflf,Floating Ice Shelf Area Percentage,yr,IyrGre,0.00,7
lim,Ice Sheet Mass,yr,IyrGre,0.00,21
co2mass,Mass Fraction of Cloud Ice,mon,Amon,0.00,3
rld,Eddy Viscosity Coefficient for Momentum,fx,Efx,0.00,1
rlu,Convective Updraft Mass Flux,fx,Efx,0.00,1
modelcellareai,The Cell Area of the Ice Sheet Model,yr,IyrGre,0.00,2
zostoga,Mole Concentration of Other Zooplankton Expressed as Carbon in Sea Water,mon,Omon,0.00,3
iareagr,Area Covered by Grounded Ice Sheet,yr,IyrGre,0.00,10
iareafl,Area Covered by Floating Ice Shelves,yr,IyrGre,0.00,8
limnsw,Ice Sheet Mass That Does not Displace Sea Water,yr,IyrGre,0.00,2
