variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
emiisop,Total Emission Rate of Isoprene,mon,AERmon,26.53,4276
ci,Fraction of Time Convection Occurs in Cell,subhrPt,CFsubhr,26.49,260
rsus,Surface Upwelling Shortwave Radiation,monC,Amon,26.46,560
wtd,Water Table Depth,,Emon,26.42,689
fbddtdife,Rate of Change of Dissolved Inorganic Iron Due to Biological Activity,mon,Emon,26.41,137
sidmasslat,,mon,SImon,26.37,476
acabfis,Ice Sheet Surface Mass Balance Flux,mon,LImon,26.21,1694
dissicos,,mon,Omon,26.20,1064
sftof,Sea Area Percentage,fx,Ofx,26.10,15886
fnfert,Total Nitrogen Added for Cropland Fertilisation (Artificial and Manure),mon,Emon,26.03,10066
pabigthetao,Sea Water Added Conservative Temperature,mon,Emon,26.00,23
nsoil,Nitrogen Mass in Soil Pool,,Emon,25.97,6694
sblis,Ice Sheet Surface Snow and Ice Sublimation Flux,mon,LImon,25.93,873
cropfrac,,mon,Lmon,25.89,22253
rlds,Surface Downwelling Longwave Radiation,monC,Amon,25.89,290
fveglittersenescence,"Total Carbon Mass Flux from Vegetation to Litter as a Result of Leaf, Branch, and Root Senescence",mon,Emon,25.48,1191
nh4,,yr,Oyr,25.47,19
epfy,Northward Component of the Eliassen-Palm Flux,mon,EmonZ,25.41,5769
mc,Convective Mass Flux,monC,Amon,25.19,39
fbddtdip,Rate of Change of Dissolved Inorganic Phosphorus Due to Biological Activity,mon,Emon,25.18,129
jno2,,mon,AERmon,25.14,199
fveglittermortality,Total Carbon Mass Flux from Vegetation to Litter as a Result of Mortality,mon,Emon,25.06,1188
tntmp,Tendency of Air Temperature Due to Model Physics,,Emon,25.00,36
csoillevels,Carbon Mass in Each Model Soil Level (Summed over All Soil Carbon Pools in That Level),,Emon,24.87,32
ta,,mon,AERmonZ,24.78,13526
flashrate,Lightning Flash Rate,mon,Emon,24.77,455
va,,day,EdayZ,24.75,1467
clmisr,Percentage Cloud Cover as Calculated by the MISR Simulator (Including Error Flag),,Emon,24.65,157
fbddtdin,Rate of Change of Dissolved Inorganic Nitrogen Due to Biological Activity,mon,Emon,24.63,131
sidmassevapsubl,,mon,SImon,24.61,3094
agessc,Sea Water Age Since Surface Contact,dec,Odec,24.55,115
tauv,Surface Downward Northward Wind Stress,monC,Amon,24.53,195
hfls,Surface Upward Latent Heat Flux,monC,Amon,24.45,282
fbddtdic,Rate of Change of Dissolved Inorganic Carbon Due to Biological Activity,mon,Emon,24.42,125
mrsolut,Total Soil Moisture,,Emon,24.40,10603
reffclis,Hydrometeor Effective Radius of Stratiform Cloud Ice,subhrPt,Esubhr,24.37,7
clcalipso,,mon,CFmon,24.27,102
drybc,,mon,AERmon,24.22,969
wetso4,,mon,AERmon,24.20,1400
wetlandch4prod,Grid Averaged Methane Production (Methanogenesis) from Wetlands,mon,Emon,24.17,841
snrefr,Refreezing of Water in the Snow,day,Eday,24.14,37
rashrub,Autotrophic Respiration on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,24.06,2173
ua,Eastward Wind,,Amon,24.05,33
c2h6,,mon,AERmon,23.97,188
tntr,,subhrPt,CFsubhr,23.85,202
raleaf,Total Respiration from Leaves as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,23.64,637
dryso4,,mon,AERmon,23.56,1362
sivols,,mon,SImon,23.56,1530
tsnl,Temperature profile in the snow,day,Eday,23.48,42
sfcwind,Near-Surface Wind Speed,monC,Amon,23.42,2862
sitempsnic,,mon,SImon,23.41,4254
parasolrefl,PARASOL Reflectance,3hrPt,E3hrPt,23.40,1209
rlus,Surface Upwelling Longwave Radiation,monC,Amon,23.35,267
oh,OH Volume Mixing Ratio,mon,AERmonZ,23.32,4878
tasis,Ice Sheet Near-Surface Air Temperature,mon,LImon,23.25,1160
lwtoafluxaerocs,TOA Outgoing Clear-Sky Longwave Flux Due to Volcanic Aerosols,6hrPt,6hrPlevPt,23.19,2
pcalc,,yr,Oyr,23.15,152
sossq,,mon,Omon,23.13,129
fngasfire,"Total Nitrogen Lost to the Atmosphere (Including NHx, NOx, N2O, N2) from Fire",mon,Emon,23.13,2754
vegheightgrass,Height of Grass,mon,Emon,23.12,963
sisnhc,,mon,SImon,23.10,201
tauu,Surface Downward Eastward Wind Stress,monC,Amon,23.08,191
sistrxubot,,mon,SImon,23.06,196
photo1d,,mon,AERmon,23.06,38
pctisccp,,day,CFday,23.00,14
cstem,Carbon Mass in Stem,,Emon,22.63,2424
hfss,Surface Upward Sensible Heat Flux,monC,Amon,22.61,272
fbddtalk,Rate of Change of Biological Alkalinity Due to Biological Activity,mon,Emon,22.59,121
c13veg,Mass of 13C in Vegetation,mon,Emon,22.54,1017
sfcwind,Near-Surface Wind Speed,,Amon,22.40,2125
prw,Water Vapor Path,monC,Amon,22.37,213
expn,,mon,Emon,22.35,15
sblnosn,Sublimation of the Snow Free Area,day,Eday,22.34,42
sihc,,mon,SImon,22.16,457
orog,,mon,Emon,22.04,3819
phabio,Abiotic pH,yr,Oyr,21.92,64
sitimefrac,,mon,SImon,21.75,3169
c14soil,Mass of 14C in Soil Pool,mon,Emon,21.74,525
shrubfrac,,mon,Lmon,21.69,13713
clcalipso2,CALIPSO Cloud Cover Percentage Undetected by CloudSat (as Percentage of Area Covered),3hrPt,E3hrPt,21.64,95
phydiat,,yr,Oyr,21.54,30
c13land,Mass of 13C in All Terrestrial Carbon Pools,mon,Emon,21.52,1038
c14land,Mass of 14C in All Terrestrial Carbon Pools,mon,Emon,21.47,532
chlpico,,mon,Omon,21.34,14
rsds,,mon,ImonAnt,21.28,3833
c14veg,Mass of 14C in Vegetation,mon,Emon,21.28,558
pasturefracc4,C4 Pasture Area Percentage,mon,Emon,21.28,22556
simpconc,,mon,SImon,21.28,928
sndmassmelt,,mon,SImon,21.27,763
od550aerso,Stratospheric Optical Depth at 550nm (All Aerosols) 2D-Field (Stratosphere Only),mon,Emon,21.22,533
thetaot,Vertically Averaged Sea Water Potential Temperature,,Emon,21.21,2320
c13soil,Mass of 13C in Soil Pool,mon,Emon,21.19,524
sw,Surface Water Storage,day,Eday,21.11,48
gppshrub,Gross Primary Production on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,21.07,2153
wtem,Transformed Eulerian Mean Upward Wind,mon,EmonZ,20.98,4698
expsi,,yr,Oyr,20.89,11
msftmrho,,mon,Omon,20.84,389
es,,day,Eday,20.80,151
gppc14,Carbon-14 Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],mon,Emon,20.78,605
co2,Mole Fraction of CO2,monC,Amon,20.77,16
zmtnt,Zonal Mean Diabatic Heating Rates,mon,EmonZ,20.72,1056
fg14co2abio,Surface Downward Mass Flux of Carbon-14 as Abiotic 14CO2 [kgC m-2 s-1],yr,Oyr,20.66,1094
tos,Sea Surface Temperature,dec,Odec,20.57,445
vegheightshrub,Height of Shrubs,mon,Emon,20.53,956
rsds,,mon,ImonGre,20.49,4883
sishevel,Maximum Shear of Sea-Ice Velocity Field,monPt,SImon,20.47,516
clisccp,ISCCP Cloud Area Percentage,3hrPt,E3hrPt,20.45,1251
gppc13,Carbon-13 Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],mon,Emon,20.43,561
tasmin,Daily Minimum Near-Surface Air Temperature,monC,Amon,20.30,246
sbl,Surface Snow and Ice Sublimation Flux,subhrPt,CFsubhr,20.23,179
utendnogw,,day,EdayZ,20.20,200
prrais,Ice Sheet Rainfall Rate,mon,LImon,20.15,890
sfcwindmax,Daily Maximum Near-Surface Wind Speed,,Emon,20.13,1654
clt,,3hrPt,CF3hr,20.06,7
clt,Total Cloud Cover Percentage,monC,Amon,20.00,256
chldiat,,yr,Oyr,19.96,12
thetao,Sea Water Potential Temperature,,Omon,19.94,10996
sza,Solar Zenith Angle,3hrPt,E3hrPt,19.94,250
dryso2,,mon,AERmon,19.93,1193
c14litter,Mass of 14C in Litter Pool,mon,Emon,19.90,508
sfdsi,,mon,Omon,19.85,1374
ch4,Mole Fraction of CH4,monC,Amon,19.80,25
wetso2,,mon,AERmon,19.75,1015
dmlt,Depth to Soil Thaw,day,Eday,19.74,42
mrrois,Ice Sheet Total Runoff,mon,LImon,19.74,987
sos,Sea Surface Salinity,dec,Odec,19.71,282
tpf,Permafrost Layer Thickness,mon,LImon,19.70,893
orog,Surface Altitude,,Emon,19.70,949
emibc,,mon,AERmon,19.61,905
dfr,Frozen Soil Depth,day,Eday,19.61,30
vegfrac,,mon,Emon,19.52,2607
physi,,yr,Oyr,19.48,13
loadso4,,mon,Emon,19.44,224
fluc,Net Carbon Mass Flux into Atmosphere Due to Land-Use Change [kgC m-2 s-1],,Emon,19.44,8241
c13litter,Mass of 13C in Litter Pool,mon,Emon,19.33,509
hflsis,Ice Sheet Surface Upward Latent Heat Flux,mon,LImon,19.32,953
albc,,day,Eday,19.29,17
zmeso,,yr,Oyr,19.23,6
ocontemppsmadvect,,mon,Emon,19.21,71
osaltpsmadvect,,mon,Emon,19.13,66
baccos,Surface Bacterial Carbon Concentration,mon,Omon,19.02,407
aeroptbnd,Aerosol Level Absorption Optical Thickness for Each Band,3hrPt,E3hrPt,19.02,11
intvaw,Vertically Integrated Northward Moisture Transport,,Emon,18.99,543
epfz,Upward Component of the Eliassen-Palm Flux,mon,EmonZ,18.90,4384
hfssis,Ice Sheet Surface Upward Sensible Heat Flux,mon,LImon,18.83,925
zmicro,,yr,Oyr,18.74,6
rhc13,Carbon-13 Mass Flux into Atmosphere Due to Heterotrophic Respiration on Land [kgC m-2 s-1],mon,Emon,18.74,494
rac13,Carbon-13 Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],mon,Emon,18.64,516
remoc,,yr,Oyr,18.63,13
cmisc,Carbon Mass in Other Living Compartments on Land,mon,Emon,18.56,2151
concnmcn,,mon,Emon,18.54,49
eow,Open Water Evaporation,day,Eday,18.53,104
wetbc,,mon,AERmon,18.44,855
netatmoslandco2flux,Net Flux of CO2 Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],,Emon,18.43,7014
rhc14,Carbon-14 Mass Flux into Atmosphere Due to Heterotrophic Respiration on Land [kgC m-2 s-1],mon,Emon,18.42,519
tdps,,day,Eday,18.37,63
od550so4,,mon,AERmon,18.36,1313
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,monC,Amon,18.31,240
sidmasstrany,,mon,SImon,18.25,428
clws,,mon,CFmon,18.24,134
prrc,,3hr,E3hr,18.24,9
od550lt1aer,,mon,AERmon,18.23,1154
loadss,Load of Sea-Salt Aerosol,,Emon,18.21,321
phyfe,,yr,Oyr,18.20,7
rac14,Carbon-14 Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],mon,Emon,18.18,506
msftyrho,,mon,Omon,18.15,304
csoilpools,Carbon Mass in Each Model Soil Pool (Summed over Vertical Levels),,Emon,18.11,516
tntmp,Tendency of Air Temperature Due to Model Physics,mon,EmonZ,18.05,1939
spco2nat,,mon,Omon,17.99,395
grassfracc3,C3 Natural Grass Area Percentage,,Emon,17.98,6895
fnlandtoocean,Lateral Transfer of Nitrogen out of Grid Cell That Eventually Goes into Ocean,mon,Emon,17.97,8125
msftmrhompa,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,17.96,321
vegheightcrop,Height of Crops,mon,Emon,17.96,970
chlmisc,,yr,Oyr,17.95,6
psl,Sea Level Pressure,,6hrPlev,17.89,11
diftrelo,,yr,Oyr,17.86,49
fnanthdisturb,Nitrogen Mass Flux out of Land Due to any Human Activity,mon,Emon,17.85,10646
cltisccp,,day,CFday,17.74,18
sidmasstranx,,mon,SImon,17.72,432
fvegsoil,Total Carbon Mass Flux from Vegetation Directly to Soil,mon,Lmon,17.66,1205
mrlso,Soil Liquid Water Content,,Emon,17.61,668
loaddust,Load of Dust,,Emon,17.39,921
tasmax,Daily Maximum Near-Surface Air Temperature,monC,Amon,17.37,209
clt,Total Cloud Cover Percentage,3hrPt,CF3hr,17.30,20
co3abio,Abiotic Carbonate Ion Concentration,yr,Oyr,17.29,30
phymisc,,yr,Oyr,17.20,10
graz,,yr,Oyr,17.16,22
expfe,,yr,Oyr,17.12,7
thkcello,Ocean Model Cell Thickness,dec,Odec,17.10,318
prsn,Snowfall Flux,mon,ImonGre,17.08,347
sidivvel,Divergence of the Sea-Ice Velocity Field,mon,SImon,16.98,4680
h2o,,mon,AERmon,16.88,67
zostoga,Global Average Thermosteric Sea Level Change,mon,Omon,16.80,329197
prsn,Snowfall Flux,mon,ImonAnt,16.78,350
tasmax,Daily Maximum Near-Surface Air Temperature,day,Amon,16.75,368
so,Sea Water Salinity,,Omon,16.64,21417
cldicemxrat,Cloud Ice Mixing Ratio,,Emon,16.59,12
jpdftaureicemodis,"MODIS Joint Distribution of Optical Thickness and Particle Size, Ice",mon,Emon,16.56,226
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,monC,Amon,16.48,228
hfds,Downward Heat Flux at Sea Water Surface,dec,Odec,16.46,325
ppmisc,,yr,Oyr,16.42,6
aragos,,mon,Omon,16.41,594
fn2o,Total Land N2O Flux,mon,Emon,16.32,4749
rsutaf,,mon,AERmon,16.30,535
irrlut,"Irrigation Flux Including any Irrigation for Crops, Trees, Pasture, or Urban Lawns",mon,Emon,16.29,2930
msftyrhompa,Ocean Y Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,16.20,57
pbfe,,yr,Oyr,16.18,14
od550oa,,mon,AERmon,16.15,1277
dissi14cabio,,mon,Omon,16.09,3
wfo,Water Flux into Sea Water,dec,Odec,16.08,198
cproduct,,mon,Lmon,16.04,5172
reffclws,Stratiform Cloud Liquid Droplet Effective Radius,subhrPt,Esubhr,16.03,6
xgwdparam,Eastward Gravity Wave Drag,,Emon,16.02,9
hcl,,mon,AERmon,15.93,44
rldsis,Ice Sheet Surface Downwelling Longwave Radiation,mon,LImon,15.87,640
loaddust,,mon,Emon,15.86,241
hus,,day,EdayZ,15.84,853
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,monC,Amon,15.70,195
hfgeou,Upward Geothermal Heat Flux at Sea Floor,fx,Ofx,15.54,7766
loadso4,Load of SO4,,Emon,15.49,278
prw,Water Vapor Path,3hrPt,CF3hr,15.46,30
loadss,,mon,Emon,15.40,168
jpdftaureliqmodis,,mon,Emon,15.37,24
treefracprimdec,Percentage Cover by Primary Deciduous Tree,mon,Lmon,15.37,1645
rsu4co2,,mon,CFmon,15.35,17
fbnf,Biological Nitrogen Fixation,,Emon,15.32,4546
fndep,,mon,Emon,15.30,2957
rls,,day,Eday,15.27,5
conccmcn,,mon,Emon,15.23,42
ho2,HO2 Volume Mixing Ratio,mon,AERmonZ,15.14,3801
od550aerh2o,Aerosol Water Optical Thickness at 550nm,mon,AERmon,14.94,4040
treefracprimever,Percentage Cover by Primary Evergreen Trees,mon,Lmon,14.92,1638
epsi100,,mon,Omon,14.89,2678
ec,,day,Eday,14.86,120
mrsol,,6hrPt,6hrPlevPt,14.84,8
somint,Depth Integral of Product of Sea Water Density and Prognostic Salinity,,Emon,14.82,141
reffclis,Hydrometeor Effective Radius of Stratiform Cloud Ice,3hrPt,CF3hr,14.82,5
epfy,,day,EdayZ,14.70,107
co3,Carbonate Ion Concentration,,Omon,14.70,112
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,monC,Amon,14.70,235
o3,,3hrPt,E3hrPt,14.69,2
dissicnatos,,mon,Omon,14.68,417
hfcorr,,mon,Omon,14.66,754
fgrazing,Carbon Mass Flux into Atmosphere Due to Grazing on Land [kgC m-2 s-1],mon,Lmon,14.58,34097
vtem,Transformed Eulerian Mean Northward Wind,mon,EmonZ,14.48,3389
intuaw,Vertically Integrated Eastward Moisture Transport,,Emon,14.45,520
utendepfd,Tendency of Eastward Wind Due to Eliassen-Palm Flux Divergence,mon,EmonZ,14.42,1802
lailut,Leaf Area Index on Land-Use Tile,,Emon,14.34,765
sidragtop,,mon,SImon,14.33,357
tasmin,Daily Minimum Near-Surface Air Temperature,day,Amon,14.29,306
nmineral,Mineral Nitrogen in the Soil,,Emon,14.25,2848
tosga,Global Average Sea Surface Temperature,mon,Omon,14.24,109760
nland,Total Nitrogen in All Terrestrial Nitrogen Pools,,Emon,14.20,5169
sconcdust,Surface Concentration of Dust,,Emon,14.11,410
wap,Omega (=dp/dt),,Amon,14.11,40
depdust,Total Deposition Rate of Dust,,Emon,14.03,167
rlu4co2,,mon,CFmon,13.96,17
rsucs4co2,,mon,CFmon,13.85,17
msftmzmpa,,mon,Omon,13.75,434
rsutcsaf,,mon,AERmon,13.72,509
expsi,,mon,Emon,13.60,40
tntrlcs,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,mon,EmonZ,13.56,1594
sndmasssubl,,mon,SImon,13.54,366
fco2fos,Carbon Mass Flux into Atmosphere Due to Fossil Fuel Emissions of CO2 [kgC m-2 s-1],mon,Amon,13.47,1309
tauuo,Sea Water Surface Downward X Stress,dec,Odec,13.44,237
treefracbdldcd,Broadleaf Deciduous Tree Area Percentage,,Emon,13.37,6068
tasmincrop,Daily Minimum Near-Surface Air Temperature over Crop Tile,mon,Emon,13.37,690
nveg,Nitrogen Mass in Vegetation,,Emon,13.35,4038
rlucs4co2,,mon,CFmon,13.35,17
cleaf,,mon,Lmon,13.33,801
sisali,,mon,SImon,13.32,4073
froc,,mon,Omon,13.30,139
expp,,mon,Emon,13.25,8
pnitrate,,yr,Oyr,13.20,53
ch4,Mole Fraction of CH4,mon,AERmonZ,13.20,4059
va,,mon,AERmonZ,13.19,3738
npplut,Net Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],,Emon,13.17,1945
fgco2,,yr,Oyr,13.15,1648
tran,,day,Eday,13.11,115
cldncl,Cloud Droplet Number Concentration of Cloud Tops,mon,Emon,13.05,265
fric,,mon,Omon,13.00,214
rld4co2,,mon,CFmon,12.98,17
tasmaxcrop,Daily Maximum Near-Surface Air Temperature over Crop Tile,mon,Emon,12.98,678
tomint,integral wrt depth of product of sea water density and prognostic temperature,mon,Emon,12.97,28
clivi,Ice Water Path,monC,Amon,12.95,183
tnhuspbl,,mon,Emon,12.95,19
fgcfc12,,mon,Omon,12.89,1004
o2sat,,yr,Oyr,12.88,49
noy,Total Reactive Nitrogen Volume Mixing Ratio,mon,AERmonZ,12.87,3948
prhmax,,day,Eday,12.86,9
simpmass,Meltpond Mass per Unit Area (as Depth),mon,SImon,12.79,513
emiso2,,mon,AERmon,12.78,1129
rldcs4co2,,mon,CFmon,12.71,17
pr,Precipitation,,Amon,12.68,1840
dfeos,,mon,Omon,12.65,53
h2o,Mass Fraction of Water,mon,AERmonZ,12.63,1086
tntrscs,Tendency of Air Temperature Due to Clear Sky Shortwave Radiative Heating,mon,EmonZ,12.61,1114
flashrate,Lightning Flash Rate,,Emon,12.56,309
hfbasinpmadv,Northward Ocean Heat Transport Due to Parameterized Mesoscale Advection,mon,Omon,12.52,71763
fnup,Total Plant Nitrogen Uptake (Sum of Ammonium and Nitrate) Irrespective of the Source of Nitrogen,,Emon,12.52,4528
o2satos,,mon,Omon,12.41,38
sw,,day,Eday,12.37,199
nlitter,Nitrogen Mass in Litter Pool,,Emon,12.30,3998
grassfracc4,C4 Natural Grass Area Percentage,,Emon,12.27,7388
tauvo,Sea Water Surface Downward Y Stress,dec,Odec,12.22,224
tntd,Tendency of Air Temperature Due to Numerical Diffusion,,Emon,12.20,31
prsnis,Ice Sheet Snowfall Flux,mon,LImon,12.20,565
fgsf6,,mon,Omon,12.19,1014
o3ste,,mon,AERmon,12.19,171
sci,Fraction of Time Shallow Convection Occurs,subhrPt,CFsubhr,12.18,124
parasolrefl,PARASOL Reflectance,,Emon,12.17,43
gpplut,Gross Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],,Emon,12.11,1344
meanage,Mean Age of Stratospheric Air,mon,AERmonZ,12.04,1269
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,monC,Amon,12.04,159
orog,,mon,ImonGre,11.99,21121
tntrs,Tendency of Air Temperature Due to Shortwave Radiative Heating,mon,EmonZ,11.99,1621
hno3,HNO3 Volume Mixing Ratio,mon,AERmonZ,11.96,3557
cropfracc3,Percentage Cover by C3 Crops,,Emon,11.91,7488
rsd4co2,,mon,CFmon,11.89,17
tntogw,Temperature Tendency Due to Orographic Gravity Wave Dissipation,mon,EmonZ,11.89,1145
fgcfc11,,mon,Omon,11.85,756
tntrl,Tendency of Air Temperature Due to Longwave Radiative Heating,mon,EmonZ,11.83,1524
tasmin,Daily Minimum Near-Surface Air Temperature,,Amon,11.80,1764
ppdiaz,Net Primary Mole Productivity of Carbon by Diazotrophs,,Emon,11.79,30
tntrscs,,mon,Emon,11.77,14
cltcalipso,,mon,CFmon,11.77,704
hfss,Surface Upward Sensible Heat Flux,,Amon,11.71,1948
hfls,Surface Upward Latent Heat Flux,,Amon,11.70,2018
ccn,Cloud Condensation Nuclei Concentration at Liquid Cloud Top,mon,AERmon,11.69,1336
detocos,,mon,Omon,11.69,18
sistrxdtop,,mon,SImon,11.67,405
orogis,Ice Sheet Surface Altitude,mon,LImon,11.66,652
ffire,,mon,Lmon,11.65,2721
clcalipsoice,CALIPSO Ice Cloud Percentage,,Emon,11.63,26
ts,,mon,ImonGre,11.62,3878
ts,,mon,ImonAnt,11.60,3036
clwvi,Condensed Water Path,monC,Amon,11.59,175
volo,Sea Water Volume,dec,Odec,11.46,165
treefracndlevg,Needleleaf Evergreen Tree Area Percentage,,Emon,11.45,6234
cwood,Carbon Mass in Wood,,Emon,11.44,1775
evspsblpot,Potential Evapotranspiration,,Emon,11.42,3378
pbsi,,yr,Oyr,11.29,9
mrroli,Land Ice Runoff Flux,mon,ImonGre,11.24,553
tsis,Ice Sheet Surface Temperature,mon,LImon,11.23,811
fnloss,"Total Nitrogen Lost (Including NHx, NOx, N2O, N2 and Leaching)",,Emon,11.16,2790
tnpeo,Tendency of Ocean Potential Energy Content,yr,Oyr,11.13,315
tntrlcs,,mon,Emon,11.00,34
cod,,mon,AERmon,10.94,318
rsdcs4co2,,mon,CFmon,10.89,17
hfss,Surface Upward Sensible Heat Flux,3hrPt,CF3hr,10.87,23
mrroli,Land Ice Runoff Flux,mon,ImonAnt,10.86,544
soga,Global Mean Sea Water Salinity,dec,Odec,10.77,186
ppdiat,,yr,Oyr,10.70,4
reffclic,Hydrometeor Effective Radius of Convective Cloud Ice,,Emon,10.68,12
fgdms,,mon,Omon,10.68,150
co2s,Atmosphere CO2,mon,Emon,10.67,211
prrc,Convective Rainfall Rate,day,Eday,10.66,12
bddtdic,,yr,Oyr,10.65,26
intvadse,Vertically Integrated Northward Dry Static Energy Transport,,Emon,10.65,466
thetaot,,mon,Emon,10.61,74
lossn2o,,mon,AERmon,10.59,15
cldwatmxrat,Cloud Water Mixing Ratio,,Emon,10.57,8
grassfrac,Natural Grass Area Percentage,yr,Eyr,10.54,33508
chlcalcos,Surface Mass Concentration of Calcareous Phytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,10.54,101
jpdftaureliqmodis,"MODIS Optical Thickness-Particle Size Joint Distribution, Liquid",,Emon,10.49,26
od550csaer,Ambient Aerosol Optical Thickness at 550nm,mon,AERmon,10.46,507
mrfsofr,,day,Eday,10.43,6
dissic,Dissolved Inorganic Carbon Concentration,,Omon,10.37,14
wfcorr,,mon,Omon,10.36,760
n2o,Mole Fraction of N2O,mon,AERmonZ,10.35,954
emiss,,mon,AERmon,10.34,434
jpdftaureliqmodis,"MODIS Optical Thickness-Particle Size Joint Distribution, Liquid",3hrPt,E3hrPt,10.33,26
evspsbl,Evaporation Including Sublimation and Transpiration,3hrPt,CF3hr,10.32,29
fnnetmin,Net Nitrogen Release from Soil and Litter as the Outcome of Nitrogen Immobilisation and Gross Mineralisation,,Emon,10.28,4102
emidust,,mon,AERmon,10.28,1928
sbl,,mon,LImon,10.26,1598
hcl,HCl Volume Mixing Ratio,mon,AERmonZ,10.22,873
od870aer,,mon,AERmon,10.19,427
phycalcos,Surface Mole Concentration of Calcareous Phytoplankton Expressed as Carbon in Sea Water,mon,Omon,10.15,98
mrlqso,,day,Eday,10.14,6
fanthdisturb,"Carbon Mass Flux from Vegetation, Litter or Soil Pools into the Atmosphere Due to any Human Activity [kgC m-2 s-1]",,Emon,10.14,1329
intppdiat,,mon,Omon,10.12,56
lwtoacsaer,TOA Clear-Sky longwave Radiative Forcing due to  Aerosols,mon,Emon,10.11,231
sicompstren,,mon,SImon,10.10,317
residualfrac,,mon,Lmon,10.07,1464
cland,,mon,Emon,10.05,1690
sbl,,day,Eday,10.00,56
rtmt,Net Downward Radiative Flux at Top of Model,monC,Amon,9.98,107
thetaot300,Depth Average Potential Temperature of Upper 300m,,Emon,9.93,1370
cly,Total Inorganic Chlorine Volume Mixing Ratio,mon,AERmonZ,9.92,890
pabigthetao,Sea Water Added Conservative Temperature,,Emon,9.90,11
